"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"the","the",1,1,29.474,29.587,29.474,29.587,29449.18,,1,1,6,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"jungle","jungle",1,1,29.587,30.101,29.587,30.101,22.57,,1,1,1,1,1,1,8,3,7,3,7,3,1,1,0,6,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,9,3,8,3,8,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0
"and","and",1,1,30.296,30.548,30.296,30.548,13387.84,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"in","in",1,1,30.548,30.734,30.548,30.734,9773.41,,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"turn","turn",1,1,30.734,31.394,30.734,31.394,306.47,,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"i","i",1,1,31.394,31.6,31.394,31.6,39971.16,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"managed","managed",1,1,31.6,32.13,31.6,32.13,16.59,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"with","with",1,1,32.13,32.231,32.13,32.231,5048.33,,2,1,4,4,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",1,1,32.231,32.286,32.231,32.286,20415.27,,3,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,3,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"coloured","colored",1,1,32.286,32.6,32.286,32.6,1.57,,2,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"pencil","pencil",1,1,32.6,33.125,32.6,33.125,9.86,,1,1,3,3,1,1,6,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,6,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"to","to",1,1,33.399,33.524,33.399,33.524,22677.84,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"make","make",1,1,33.524,33.764,33.524,33.764,1387.75,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,33.764,34.034,33.764,34.034,6762.73,,2,1,6,6,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,6,6,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"first","first",1,1,34.034,34.414,34.034,34.414,840.57,,1,1,6,6,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"drawing","drawing",1,1,34.414,34.824,34.414,34.824,16.02,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,35.258,35.463,35.258,35.463,6762.73,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"drawing","drawing",1,1,35.463,35.876,35.463,35.876,16.02,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"number","number",1,1,35.876,36.363,35.876,36.363,240.94,,1,1,1,1,1,0,3,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"one","one",1,1,36.363,36.647,36.363,36.647,3072.24,,1,1,1,1,0,0,2,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,1,3,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"it","it",1,1,37.186,37.311,37.186,37.311,18896.31,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"looked","looked",1,1,37.311,37.631,37.311,37.631,120.9,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"like","like",1,1,37.631,37.891,37.631,37.891,3998.96,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"this","this",1,1,37.891,38.326,37.891,38.326,7978.73,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"i","i",1,1,39.608,39.791,39.608,39.791,39971.16,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"showed","showed",1,1,39.791,40.103,39.791,40.103,47.55,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,40.103,40.273,40.103,40.273,6762.73,,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"masterpiece","masterpiece",1,1,40.273,40.943,40.273,40.943,3.53,,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"to","to",1,1,40.943,41.053,40.943,41.053,22677.84,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",1,1,41.053,41.113,41.053,41.113,29449.18,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"grownups","grownups",1,1,41.113,41.934,41.113,41.934,1.53,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"and","and",1,1,41.934,42.083,41.934,42.083,13387.84,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"i","i",1,1,42.083,42.243,42.083,42.243,39971.16,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"asked","asked",1,1,42.243,42.613,42.243,42.613,216.25,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"them","them",1,1,42.613,42.729,42.613,42.729,1778.82,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"if","if",1,1,42.729,42.838,42.729,42.838,3541.37,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,42.838,43.024,42.838,43.024,6762.73,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"drawing","drawing",1,1,43.024,43.346,43.024,43.346,16.02,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"frightened","frightened",1,1,43.346,43.793,43.346,43.793,23.25,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"them","them",1,1,43.793,44.011,43.793,44.011,1778.82,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"they","they",1,1,44.39,44.589,44.39,44.589,4102.94,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"answered","answered",1,1,44.589,44.945,44.589,44.945,15.2,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"me","me",1,1,44.945,45.18,44.945,45.18,9241.94,,1,1,2,1,1,0,4,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"why","why",1,1,45.739,45.91,45.739,45.91,2248.76,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"would","would",1,1,45.91,46.213,45.91,46.213,1767.88,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,1,0,0,0,1,0,0,0,0,0,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"anyone","anyone",1,1,46.213,46.674,46.213,46.674,255.25,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"be","be",1,1,46.674,46.81,46.674,46.81,5746.76,,1,1,5,4,1,1,3,3,1,1,3,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,,1,1,5,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"frightened","frightened",1,1,46.81,47.294,46.81,47.294,23.25,,1,1,6,1,1,0,3,4,1,4,3,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,,1,1,6,1,1,0,3,4,1,4,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"by","by",1,1,47.294,47.444,47.294,47.444,1340.47,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",1,1,47.444,47.558,47.444,47.558,20415.27,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"hat","hat",1,1,47.558,48.092,47.558,48.092,64.18,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,49.13,49.315,49.13,49.315,6762.73,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"drawing","drawing",1,1,49.315,49.665,49.315,49.665,16.02,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"was","was",1,1,49.665,49.829,49.665,49.829,5654.73,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"not","not",1,1,49.829,50.035,49.829,50.035,5424.96,,1,1,2,2,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"of","of",1,1,50.035,50.145,50.035,50.145,11577.24,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",1,1,50.145,50.243,50.145,50.243,20415.27,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"hat","hat",1,1,50.243,50.645,50.243,50.645,64.18,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"it","it",1,1,51.109,51.503,51.109,51.503,18896.31,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"showed","showed",1,1,51.503,51.754,51.503,51.754,47.55,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",1,1,51.754,51.814,51.754,51.814,20415.27,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"boa","boa",1,1,51.814,52.194,51.814,52.194,1.29,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"constrictor","constrictor",1,1,52.194,52.854,52.194,52.854,0.24,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"digesting","digesting",1,1,52.854,53.555,52.854,53.555,0.2,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"an","an",1,1,53.555,53.667,53.555,53.667,1864.14,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"elephant","elephant",1,1,53.667,54.232,53.667,54.232,11.37,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"i","i",1,1,55.085,55.583,55.085,55.583,39971.16,,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"then","then",1,1,55.583,55.887,55.583,55.887,1489.53,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"drew","drew",1,1,55.887,56.1,55.887,56.1,25.04,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"the","the",1,1,56.1,56.254,56.1,56.254,29449.18,,3,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"inside","inside",1,1,56.254,56.78,56.254,56.78,211.27,,2,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,1,1,0,4,4,2,4,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"of","of",1,1,56.78,56.87,56.78,56.87,11577.24,,2,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",1,1,56.87,56.95,56.87,56.95,29449.18,,3,2,5,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,3,2,5,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"boa","boa",1,1,56.95,57.24,56.95,57.24,1.29,,2,1,5,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,5,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"constrictor","constrictor",1,1,57.24,58.12,57.24,58.12,0.24,,1,1,2,1,1,0,7,3,5,3,5,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,7,3,5,3,5,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"so","so",1,1,58.12,58.37,58.12,58.37,4244.16,,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"that","that",1,1,58.37,58.51,58.37,58.51,14111.31,,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"the","the",1,1,58.51,58.6,58.51,58.6,29449.18,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"grownups","grownups",1,1,58.6,59.17,58.6,59.17,1.53,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"could","could",1,1,59.17,59.32,59.17,59.32,1629.59,,1,1,5,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"understand","understand",1,1,59.32,60.093,59.32,60.093,482.45,,1,1,1,1,0,0,6,4,6,4,6,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,6,4,6,4,6,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0
"they","they",1,1,60.612,60.737,60.612,60.737,4102.94,,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"always","always",1,1,60.737,61.167,60.737,61.167,655.25,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"need","need",1,1,61.167,61.337,61.167,61.337,1294.9,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",1,1,61.337,61.427,61.337,61.427,22677.84,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"have","have",1,1,61.427,61.692,61.427,61.692,6161.41,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"things","things",1,1,61.692,61.987,61.692,61.987,692.88,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"explained","explained",1,1,61.987,62.676,61.987,62.676,11.73,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,6,6,6,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"my","my",1,1,63.594,63.803,63.594,63.803,6762.73,,1,1,1,1,1,1,2,2,1,1,5,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"drawing","drawing",1,1,63.803,64.152,63.803,64.152,16.02,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"number","number",1,1,64.152,64.512,64.152,64.512,240.94,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"two","two",1,1,64.512,64.954,64.512,64.954,1066.35,,1,1,1,1,1,1,3,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,1,3,1,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"looked","looked",1,1,64.954,65.279,64.954,65.279,120.9,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"like","like",1,1,65.279,65.549,65.279,65.549,3998.96,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"this","this",1,1,65.549,65.973,65.549,65.973,7978.73,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"the","the",1,1,67.14,67.205,67.14,67.205,29449.18,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
