"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"answer","answer",24,8,137.088,137.583,4449.09,4449.58,176.2,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"but","but",24,8,137.817,137.942,4449.82,4449.94,4417.47,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,137.942,138.072,4449.94,4450.07,39971.16,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"said","said",24,8,138.072,138.343,4450.07,4450.34,1108.45,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"nothing","nothing",24,8,138.343,138.822,4450.34,4450.82,853.61,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,139.346,139.451,4451.35,4451.45,39971.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"knew","knew",24,8,139.451,139.731,4451.45,4451.73,368.96,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"better","better",24,8,139.731,140.071,4451.73,4452.07,794,,1,1,3,1,1,0,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"than","than",24,8,140.071,140.211,4452.07,4452.21,738.8,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",24,8,140.211,140.291,4452.21,4452.29,22677.84,,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"press","press",24,8,140.291,140.611,4452.29,4452.61,60.2,,1,1,6,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"my","my",24,8,140.611,140.741,4452.61,4452.74,6762.73,,1,1,7,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"questions","questions",24,8,140.741,141.465,4452.74,4453.47,117.96,,1,1,1,1,0,0,8,5,8,5,8,5,0,1,0,7,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,8,5,8,5,8,5,0,1,0,7,0,0,0,0,0,0,0,0,0,0
"he","he",24,8,142.283,142.358,4454.28,4454.36,7637.2,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,142.358,142.538,4454.36,4454.54,5654.73,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"tired","tired",24,8,142.538,142.963,4454.54,4454.96,112.65,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"he","he",24,8,143.412,143.497,4455.41,4455.5,7637.2,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sat","sat",24,8,143.497,143.787,4455.5,4455.79,28.61,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"down","down",24,8,143.787,144.142,4455.79,4456.14,1490.27,,1,1,1,1,0,0,3,1,3,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,1,3,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,144.805,144.94,4456.81,4456.94,39971.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sat","sat",24,8,144.94,145.21,4456.94,4457.21,28.61,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"down","down",24,8,145.21,145.43,4457.21,4457.43,1490.27,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"beside","beside",24,8,145.43,145.82,4457.43,4457.82,15.18,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"him","him",24,8,145.82,146.035,4457.82,4458.03,3484.51,,1,1,1,1,0,0,4,2,4,2,4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,4,2,4,2,4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"and","and",24,8,146.888,147.043,4458.89,4459.04,13387.84,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"after","after",24,8,147.043,147.443,4459.04,4459.44,682.59,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,147.443,147.483,4459.44,4459.48,20415.27,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"silence","silence",24,8,147.483,148.043,4459.48,4460.04,25.37,,1,1,1,1,1,1,5,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,5,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"he","he",24,8,148.043,148.143,4460.04,4460.14,7637.2,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"spoke","spoke",24,8,148.143,148.493,4460.14,4460.49,38.63,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"again","again",24,8,148.493,148.913,4460.49,4460.91,792.71,,1,1,1,1,0,0,3,1,3,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,1,3,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,150.18,150.255,4462.18,4462.26,29449.18,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"stars","stars",24,8,150.255,150.785,4462.26,4462.78,46.14,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"are","are",24,8,150.785,150.845,4462.78,4462.85,5209.25,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"beautiful","beautiful",24,8,150.845,151.435,4462.85,4463.44,279.73,,1,1,2,1,1,0,4,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"because","because",24,8,151.435,151.785,4463.44,4463.78,1071.02,,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"of","of",24,8,151.785,151.875,4463.78,4463.88,11577.24,,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,151.875,151.955,4463.88,4463.95,20415.27,,2,1,4,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"flower","flower",24,8,151.955,152.425,4463.95,4464.43,22.76,,1,1,4,1,1,0,4,3,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,1,1,0,4,3,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"that","that",24,8,152.425,152.595,4464.43,4464.6,14111.31,,1,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"can","can",24,8,152.595,152.865,4464.6,4464.86,5247.45,,2,1,6,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,6,3,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"t","not",24,8,152.865,152.895,4464.86,4464.9,14379.18,,1,1,6,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,6,3,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"be","be",24,8,152.895,153.035,4464.9,4465.03,5746.76,,1,1,7,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"seen","seen",24,8,153.035,153.499,4465.03,4465.5,384.96,,1,1,1,1,0,0,8,4,8,4,8,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,8,4,8,4,8,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,154.297,154.402,4466.3,4466.4,39971.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"replied","replied",24,8,154.402,154.937,4466.4,4466.94,1.16,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"that","that",24,8,155.525,155.69,4467.52,4467.69,14111.31,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"s","is",24,8,155.69,155.75,4467.69,4467.75,20731.39,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"TRUE","TRUE",24,8,155.75,156.08,4467.75,4468.08,253.35,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"and","and",24,8,156.783,156.948,4468.78,4468.95,13387.84,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,156.948,157.048,4468.95,4469.05,39971.16,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"looked","looked",24,8,157.048,157.688,4469.05,4469.69,120.9,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"without","without",24,8,157.688,158.088,4469.69,4470.09,354.65,,2,1,3,3,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"saying","saying",24,8,158.088,158.458,4470.09,4470.46,291.65,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"anything","anything",24,8,158.458,159.152,4470.46,4471.15,907.25,,1,1,2,2,1,1,6,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,6,3,4,3,4,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"at","at",24,8,159.402,159.517,4471.4,4471.52,3217.1,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,159.517,159.597,4471.52,4471.6,29449.18,,2,1,4,4,1,1,2,3,1,1,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,4,4,1,1,2,3,1,1,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"folds","folds",24,8,159.597,160.117,4471.6,4472.12,1.02,,2,1,4,1,1,0,3,5,2,5,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,4,1,1,0,3,5,2,5,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"of","of",24,8,160.117,160.197,4472.12,4472.2,11577.24,,2,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sand","sand",24,8,160.197,160.677,4472.2,4472.68,20.29,,1,1,4,1,1,0,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,4,1,1,0,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"in","in",24,8,160.677,160.757,4472.68,4472.76,9773.41,,1,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,160.757,160.837,4472.76,4472.84,29449.18,,1,1,6,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"moonlight","moonlight",24,8,160.837,161.471,4472.84,4473.47,6.94,,1,1,1,1,0,0,7,3,7,3,7,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,7,3,7,3,7,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,162.394,162.459,4474.39,4474.46,29449.18,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"desert","desert",24,8,162.459,162.879,4474.46,4474.88,27.98,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"is","is",24,8,162.879,163.019,4474.88,4475.02,9013,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"beautiful","beautiful",24,8,163.019,163.543,4475.02,4475.54,279.73,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,164.072,164.137,4476.07,4476.14,29449.18,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"little","little",24,8,164.137,164.377,4476.14,4476.38,1446.39,,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",24,8,164.377,164.807,4476.38,4476.81,45.08,,1,1,2,2,1,1,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"added","added",24,8,164.807,165.187,4476.81,4477.19,9.65,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"and","and",24,8,166.03,166.195,4478.03,4478.19,13387.84,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"it","it",24,8,166.195,166.255,4478.19,4478.26,18896.31,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"was","was",24,8,166.255,166.465,4478.26,4478.47,5654.73,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"TRUE","TRUE",24,8,166.465,166.82,4478.47,4478.82,253.35,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"i","i",24,8,167.174,167.229,4479.17,4479.23,39971.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"have","have",24,8,167.229,167.389,4479.23,4479.39,6161.41,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"always","always",24,8,167.389,167.789,4479.39,4479.79,655.25,,1,1,2,2,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"loved","loved",24,8,167.789,168.109,4479.79,4480.11,110.33,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",24,8,168.109,168.199,4480.11,4480.2,29449.18,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"desert","desert",24,8,168.199,168.683,4480.2,4480.68,27.98,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"you","you",24,8,169.581,169.686,4481.58,4481.69,41857.12,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sit","sit",24,8,169.686,170.016,4481.69,4482.02,311.35,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,1,1,0,2,2,1,2,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"down","down",24,8,170.016,170.296,4482.02,4482.3,1490.27,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,1,1,0,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"on","on",24,8,170.296,170.396,4482.3,4482.4,6955.73,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",24,8,170.396,170.446,4482.4,4482.45,20415.27,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"sand","sand",24,8,170.446,170.856,4482.45,4482.86,20.29,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"dune","dune",24,8,170.856,171.151,4482.86,4483.15,1,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,3,5,3,5,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"you","you",24,8,171.52,171.595,4483.52,4483.6,41857.12,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"see","see",24,8,171.595,171.835,4483.6,4483.84,2556.73,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"nothing","nothing",24,8,171.835,172.33,4483.84,4484.33,853.61,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"you","you",24,8,172.809,172.904,4484.81,4484.9,41857.12,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"hear","hear",24,8,172.904,173.274,4484.9,4485.27,555.35,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"nothing","nothing",24,8,173.274,173.733,4485.27,4485.73,853.61,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"and","and",24,8,174.232,174.717,4486.23,4486.72,13387.84,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
